|No candidate mentioned|,|positive|,|RT @RobGeorge: That Carly Fiorina is trending -- hours after HER debate -- above any of the men in just-completed #GOPdebate says she's on ï¿_ï¿__|
|No candidate mentioned|,|neutral|,|Going on #MSNBC Live with @ThomasARoberts around 2 PM ET.  #GOPDebate|
|trump|,|negative|,|@JGreenDC @realDonaldTrump In all fairness #BillClinton owns that phrase.#GOPDebate|
|Mike Huckabee|,|positive|,|RT @WayneDupreeShow: Just woke up to tweet this out #GOPDebate   Best line of the night via @GovMikeHuckabee http://t.co/6OV5hxHIcV|
|Scott Walker|,|positive|,|RT @pattonoswalt: I loved Scott Walker as Mark Harmon's romantic rival in SUMMER SCHOOL. Look it up. #GOPDebate|
|Chris Christie|,|negative|,|Hey @ChrisChristie exploiting the tragedy of 9/11 for your own political gain is @rudygiulianiGOP's thing #GOPDebate|
|No candidate mentioned|,|negative|,|reason comment is funny 'in case you're ignorant' is the #gop #tcot are the reason the government isn't working for the people #gopdebate|
|cruz|,|positive|,"|RT @ChuckNellis: Cruz has class &amp; truth, that gets my vote! #GOPDebate|"
|No candidate mentioned|,|negative|,|RT @erinmallorylong: No *I* hate Planned Parenthood and women more! NO I HATE PLANNED PARENTHOOD AND WOMEN MORE!!!!! #GOPDebate|
|rubio|,|negative|,"|#GOPDebate rankings: worst to be performance - Rubio, Kasich, Christie, Bush, Trump, Cruz, Walker, Paul, Huckabee, Carson.|"
|Scott Walker|,|negative|,|RT @TheBaxterBean: Scott Walker's Abortion Ban Allows Rapist Father To Sue For Emotional Distress http://t.co/rHMvgumuir #GOPDebate @Badgerï¿_ï¿__|
|trump|,|negative|,|RT @mch7576: RT ï¿_ï¿_ï¿_@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfuï¿_ï¿_ï¿_ï¿_|
|No candidate mentioned|,|negative|,|@fbhw they're going to need to borrow the train horn for the next #GOPDebate ! The little bell was wimpy! #hornmeansyouredone|
|No candidate mentioned|,|neutral|,|#SocialMedia: The First #GOPDebate: Social Media Reaction and More http://t.co/ogoYfNyiKj|
|Jeb Bush|,|negative|,"|RT @kvxrdashian: Jeb Bush: ""Obama is at fault, not my brother, because Obama didn't clean up the mess my brother made."" #GOPDebate http://tï¿_ï¿__|"
|No candidate mentioned|,|negative|,"|RT @ali: After the Fox News #GOPDebate, we primary voters are none the wiser on the policy plans these folks are putting forth. Journalism ï¿_ï¿__|"
|trump|,|negative|,"|Trump thinks criticism of his misogynistic remarks is a ""political correctness"" problem. Nope, it's a pervasive #sexism problem. #GOPDebate|"
|No candidate mentioned|,|negative|,"|RT @STYLEMOM: Here's a question, WHY in the hell are WOMEN &amp; our body parts even in this debate? Foh, stop it, it's not 1965 wtf #GOPDebateï¿_ï¿__|"
|No candidate mentioned|,|negative|,"|RT @theskysgoneout: To non-Christians, #GOPDebate ""God"" questions underline how little anyone really cares about religious minorities. Chriï¿_ï¿__|"
|No candidate mentioned|,|negative|,|RT @Bipartisanism: The #GOPDebate response to #BlackLivesMatter was pathetic. http://t.co/isMXbrRM0h|
|No candidate mentioned|,|negative|,"|RT @AmyMek: Status _ï¿_ï¿_ Single   I broke up with @FoxNews last night!   Goodbye @megynkelly, @BretBaier &amp; Chris Wallace.  #GOPDebate http://t.ï¿_ï¿__|"
|No candidate mentioned|,|negative|,|RT @TheJimHughes: If we want to stop sending foreign aid to places that burn our flag can we start with Berkeley? #GOPDebate|
|kasich|,|neutral|,|RT @JohnKasich: Scrap the President's Iran deal. Iran canï¿_ï¿_t get a nuke. #Kasich4Us #GOPDebate http://t.co/9TrZxOnLZF|
|trump|,|negative|,"|RT @Bipartisanism: Those saying ""don't worry, Trump will NEVER be elected"" need to remember we elected George Bush. Twice. #GOPDebate http:ï¿_ï¿__|"
|trump|,|negative|,"|Fox News Had Its Own #GOPDebate Agenda: Promote Carly ""never mention fired from HP"" Fiorina, &amp; run Trump out of race http://t.co/9k1eujdFo7|"
|trump|,|negative|,"|The Country's going to hell and Megyn Kelly on #FoxNews is attacking Trump for a ""war on women?"" #GOPDebate|"
|No candidate mentioned|,|negative|,|RT @davidcicilline: This is the worst episode of The Apprentice that I've ever seen. #GOPDebate|
|trump|,|neutral|,|RT @Ronnie2K: trump during #GOPDebate be like... https://t.co/jCUirk1i1u|
|trump|,|negative|,|RT @TheBaxterBean: Watch trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://tï¿_ï¿__|
|No candidate mentioned|,|neutral|,|A few of my favorite #Twitter responses to the #GOPDebate last night: http://t.co/2IqcdrCdlm http://t.co/7TDMA3VLM8|
|No candidate mentioned|,|positive|,|RT @Reince: Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate iï¿_ï¿__|
|No candidate mentioned|,|negative|,"|RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7Xï¿_ï¿__|"
|No candidate mentioned|,|negative|,|RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw|
|No candidate mentioned|,|positive|,|Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP|
|trump|,|negative|,"|RT @JRehling: #GOPDebate trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him ï¿_ï¿__|"
|No candidate mentioned|,|negative|,|RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.coï¿_ï¿__|
|No candidate mentioned|,|negative|,"|RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebateï¿_ï¿_ ï¿_ï¿__ Why am I not surprised? http://t.co/tkpEsoOEZT|"
|kasich|,|positive|,"|RT @JohnKasich: kasich helped Ohioans create 350,000 new jobs. He can do it for America. #GOPDebate http://t.co/kBzfBJyp2C|"
|No candidate mentioned|,|negative|,|RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate|
|trump|,|negative|,"|RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably wonï¿_ï¿_t be safe, except if weï¿_ï¿_re attacked ï¿_ï¿__|"
|No candidate mentioned|,|negative|,"|RT @congoboy: This is going to be a long, tiring election season.  ""shockingly ill-informed"" candidates at #GOPDebate http://t.co/vTK1k0tXiï¿_ï¿__|"
|Scott Walker|,|negative|,|RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate|
|No candidate mentioned|,|negative|,"|RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh|"
|No candidate mentioned|,|negative|,"|RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate|"
|No candidate mentioned|,|negative|,"|RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate|"
|No candidate mentioned|,|negative|,"|RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""|"
|Chris Christie|,|positive|,|RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate|
|No candidate mentioned|,|negative|,|You can't be pro-life AND have watched that 2 hour abortion last night. #GOPDebate #forkedtongue #IseeOrangePeople|
|trump|,|negative|,"|RT @DanScavino: .@MegynKelly, You failed the American people tonight.  You tried to make history, by destroying @realDonaldTrump. #KellyFaiï¿_ï¿__|"
|No candidate mentioned|,|negative|,"|RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate|"
|trump|,|negative|,|@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate|
|Rand Paul|,|positive|,|RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.|
|No candidate mentioned|,|negative|,|RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.|
|No candidate mentioned|,|negative|,|Summary is the #GOPDebate: Status quo shit show|
|No candidate mentioned|,|negative|,|RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #unï¿_ï¿__|
|No candidate mentioned|,|negative|,|RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate|
|trump|,|neutral|,|#GOPDebate in one picture http://t.co/WMmucJUqJu|
