|trump|,|negative|,|@JGreenDC @realDonaldTrump In all fairness #BillClinton owns that phrase.#GOPDebate|
|cruz|,|positive|,"|RT @ChuckNellis: Cruz has class &amp; truth, that gets my vote! #GOPDebate|"
|rubio|,|negative|,"|#GOPDebate rankings: worst to be performance - Rubio, Kasich, Christie, Bush, Trump, Cruz, Walker, Paul, Huckabee, Carson.|"
|trump|,|negative|,|RT @mch7576: RT •À_•À_•À_@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfu•À_•À_•À_•À_|
|trump|,|negative|,"|Trump thinks criticism of his misogynistic remarks is a ""political correctness"" problem. Nope, it's a pervasive #sexism problem. #GOPDebate|"
|kasich|,|neutral|,|RT @JohnKasich: Scrap the President's Iran deal. Iran can•À_•À_t get a nuke. #Kasich4Us #GOPDebate http://t.co/9TrZxOnLZF|
|trump|,|negative|,"|RT @Bipartisanism: Those saying ""don't worry, Trump will NEVER be elected"" need to remember we elected George Bush. Twice. #GOPDebate http:•À_•À__|"
|trump|,|negative|,"|Fox News Had Its Own #GOPDebate Agenda: Promote Carly ""never mention fired from HP"" Fiorina, &amp; run Trump out of race http://t.co/9k1eujdFo7|"
|trump|,|negative|,"|The Country's going to hell and Megyn Kelly on #FoxNews is attacking Trump for a ""war on women?"" #GOPDebate|"
|trump|,|neutral|,|RT @Ronnie2K: trump during #GOPDebate be like... https://t.co/jCUirk1i1u|
|trump|,|negative|,|RT @TheBaxterBean: Watch trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://t•À_•À__|
|trump|,|negative|,"|RT @JRehling: #GOPDebate trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him •À_•À__|"
|kasich|,|positive|,"|RT @JohnKasich: kasich helped Ohioans create 350,000 new jobs. He can do it for America. #GOPDebate http://t.co/kBzfBJyp2C|"
|trump|,|negative|,"|RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably won•À_•À_t be safe, except if we•À_•À_re attacked •À_•À__|"
|trump|,|negative|,"|RT @DanScavino: .@MegynKelly, You failed the American people tonight.  You tried to make history, by destroying @realDonaldTrump. #KellyFai•À_•À__|"
|trump|,|negative|,|@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate|
|trump|,|neutral|,|#GOPDebate in one picture http://t.co/WMmucJUqJu|
|trump|,|negative|,"|RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices •À_•À__|"
|trump|,|negative|,|RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as trump loves himself. #GOPdebate|
